,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilarity,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
168000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025643,0.0002,0.0005,0.7107980251312256,0.5906239999999999,0.5906239999999999,0.510275,0.854663
169000,0.0002,1.4e-05,6e-06,4e-06,0.026982,0.0002,0.0005,0.7008270025253296,0.571002,0.571002,0.487425,0.847252
170000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027563999999999998,0.0002,0.0005,0.6969860196113586,0.569409,0.569409,0.48651700000000003,0.8473700000000001
171000,0.0004,2e-05,7.000000000000003e-06,4e-06,0.028009,0.0004,0.001,0.6936839818954468,0.5662659999999999,0.5662659999999999,0.482097,0.8463459999999999
172000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027381,0.0002,0.0005,0.7042049765586853,0.578716,0.578716,0.495863,0.850458
173000,0.0002,1.4e-05,6e-06,4e-06,0.027726,0.0002,0.0005,0.706155002117157,0.585259,0.585259,0.5058239999999999,0.8520280000000001
174000,0.0002,1.4e-05,6e-06,4e-06,0.026581,0.0002,0.0005,0.7013459801673889,0.573495,0.573495,0.4908520000000001,0.8485520000000001
175000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025108000000000002,0.0002,0.0005,0.7150430083274841,0.5908909999999999,0.5908909999999999,0.50927,0.854284
176000,0.0002,1.4e-05,6e-06,4e-06,0.024957,0.0002,0.0005,0.7121559977531433,0.591633,0.591633,0.510125,0.854405
177000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026481,0.0002,0.0005,0.6977930068969727,0.572127,0.572127,0.490411,0.8468180000000001
178000,0.0002,1.4e-05,6e-06,4e-06,0.026783,0.0002,0.0005,0.7058449983596802,0.582873,0.582873,0.502243,0.8505209999999999
179000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026335,0.0002,0.0005,0.7002750039100647,0.573087,0.573087,0.49211499999999997,0.847125
180000,0.0002,1.4e-05,6e-06,4e-06,0.024706,0.0002,0.0005,0.7215999960899353,0.601626,0.601626,0.5205989999999999,0.8582860000000001
181000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025870999999999998,0.0002,0.0005,0.6979150176048279,0.573477,0.573477,0.49353,0.846841
182000,0.0002,1.4e-05,6e-06,4e-06,0.026109,0.0002,0.0005,0.7083979845046997,0.588056,0.588056,0.508853,0.8524149999999999
183000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027542,0.0002,0.0005,0.694953978061676,0.568964,0.568964,0.48817299999999997,0.845907
184000,0.0004,2e-05,7.000000000000003e-06,4e-06,0.027325,0.0004,0.001,0.7012929916381836,0.575809,0.575809,0.4934850000000001,0.847909
185000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025674000000000002,0.0002,0.0005,0.7113339900970459,0.591571,0.591571,0.510509,0.854411
186000,0.0002,1.4e-05,6e-06,4e-06,0.027538,0.0002,0.0005,0.7012699842453003,0.5751470000000001,0.5751470000000001,0.493155,0.848253
187000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026188,0.0002,0.0005,0.7102770209312439,0.5853619999999999,0.5853619999999999,0.50379,0.8522700000000001
188000,0.0002,1.4e-05,6e-06,4e-06,0.027337,0.0002,0.0005,0.7053769826889038,0.579427,0.579427,0.495683,0.850397
189000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025154,0.0002,0.0005,0.7197440266609192,0.6019760000000001,0.6019760000000001,0.5210140000000001,0.85798
190000,0.0,0.0,0.0,0.0,0.026987,0.0,0.0,0.7142360210418701,0.592145,0.592145,0.5107649999999999,0.855209
191000,0.0,0.0,0.0,0.0,0.025519,0.0,0.0,0.7101529836654663,0.5906640000000001,0.5906640000000001,0.509781,0.8534370000000001
192000,0.0002,1.4e-05,6e-06,4e-06,0.029945,0.0002,0.0005,0.6974790096282959,0.567783,0.567783,0.48269,0.846934
193000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.028312,0.0002,0.0005,0.7058640122413635,0.579691,0.579691,0.49619399999999997,0.8497600000000001
194000,0.0002,1.4e-05,6e-06,4e-06,0.027552,0.0002,0.0005,0.6981070041656494,0.572669,0.572669,0.489984,0.8478889999999999
195000,0.0,0.0,0.0,0.0,0.02682,0.0,0.0,0.7060739994049072,0.5816939999999999,0.5816939999999999,0.496804,0.8512049999999999
196000,0.0002,1.4e-05,6e-06,4e-06,0.025696,0.0002,0.0005,0.7010229825973511,0.577177,0.577177,0.495316,0.8494430000000001
197000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026519,0.0002,0.0005,0.704954981803894,0.580774,0.580774,0.497352,0.8505389999999999
