,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilarity,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
4000,0.0002,1.4e-05,6e-06,4e-06,0.017348,0.0002,0.0005,0.697018027305603,0.582509,0.582509,0.508448,0.850139
15000,0.0,0.0,0.0,0.0,0.025072999999999998,0.0,0.0,0.6730660200119019,0.529561,0.529561,0.443988,0.832434
30000,0.0,0.0,0.0,0.0,0.025223,0.0,0.0,0.7060800194740295,0.5771970000000001,0.5771970000000001,0.493312,0.851834
52000,0.0,0.0,0.0,0.0,0.024696,0.0,0.0,0.7114930152893066,0.588873,0.588873,0.50673,0.854974
56000,0.0,0.0,0.0,0.0,0.027175,0.0,0.0,0.7007309794425964,0.574973,0.574973,0.491203,0.8502430000000001
68000,0.0,0.0,0.0,0.0,0.026716000000000004,0.0,0.0,0.7076669931411743,0.5840310000000001,0.5840310000000001,0.5004770000000001,0.853773
72000,0.0,0.0,0.0,0.0,0.026439,0.0,0.0,0.7083219885826111,0.58348,0.58348,0.4980729999999999,0.853769
100000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027236,0.0002,0.0005,0.6921089887619019,0.561909,0.561909,0.477322,0.843831
120000,0.0002,1.4e-05,6e-06,4e-06,0.028144,0.0002,0.0005,0.692520022392273,0.565411,0.565411,0.480762,0.84616
124000,0.0,0.0,0.0,0.0,0.025187,0.0,0.0,0.7013940215110779,0.578659,0.578659,0.496687,0.8502069999999999
128000,0.0,0.0,0.0,0.0,0.027485,0.0,0.0,0.6980100274085999,0.570659,0.570659,0.486994,0.84698
148000,0.0,0.0,0.0,0.0,0.025026,0.0,0.0,0.7117739915847778,0.589598,0.589598,0.50825,0.8549
150000,0.0002,1.4e-05,6e-06,4e-06,0.026154000000000004,0.0002,0.0005,0.7072060108184814,0.583196,0.583196,0.500732,0.852973
155000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026882,0.0002,0.0005,0.6967689990997314,0.5672550000000001,0.5672550000000001,0.483625,0.846434
160000,0.0002,1.4e-05,6e-06,4e-06,0.025578,0.0002,0.0005,0.7060549855232239,0.5807359999999999,0.5807359999999999,0.499244,0.850966
165000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026281,0.0002,0.0005,0.7111610174179077,0.589914,0.589914,0.510447,0.8535309999999999
170000,0.0002,1.4e-05,6e-06,4e-06,0.027564,0.0002,0.0005,0.6969860196113586,0.569409,0.569409,0.486517,0.8473700000000001
175000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025108000000000002,0.0002,0.0005,0.7150430083274841,0.5908909999999999,0.5908909999999999,0.50927,0.854284
180000,0.0002,1.4e-05,6e-06,4e-06,0.024706,0.0002,0.0005,0.7215999960899353,0.601626,0.601626,0.5205989999999999,0.8582860000000001
185000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025674000000000002,0.0002,0.0005,0.7113339900970459,0.591571,0.591571,0.510509,0.854411
190000,0.0,0.0,0.0,0.0,0.026987,0.0,0.0,0.7142360210418701,0.592145,0.592145,0.5107649999999999,0.855209
195000,0.0,0.0,0.0,0.0,0.02682,0.0,0.0,0.7060739994049072,0.5816939999999999,0.5816939999999999,0.496804,0.8512049999999999
200000,0.0002,1.4e-05,6e-06,4e-06,0.026348000000000003,0.0002,0.0005,0.712082028388977,0.588457,0.588457,0.504154,0.853901
205000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.028546,0.0002,0.0005,0.69623202085495,0.569472,0.569472,0.4865930000000001,0.846303
210000,0.0002,1.4e-05,6e-06,4e-06,0.028421,0.0002,0.0005,0.7065039873123169,0.5836359999999999,0.5836359999999999,0.501229,0.8521690000000001
215000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027998000000000002,0.0002,0.0005,0.7094519734382629,0.5857439999999999,0.5857439999999999,0.501868,0.852701
220000,0.0,0.0,0.0,0.0,0.027555,0.0,0.0,0.7053179740905762,0.582882,0.582882,0.500865,0.8517889999999999
225000,0.0,0.0,0.0,0.0,0.029795,0.0,0.0,0.6965619921684265,0.56787,0.56787,0.4815680000000001,0.8471559999999999
230000,0.0002,1.4e-05,6e-06,4e-06,0.02831,0.0002,0.0005,0.7053930163383484,0.578984,0.578984,0.494868,0.8508950000000001
235000,0.0,0.0,0.0,0.0,0.027673000000000003,0.0,0.0,0.697272002696991,0.569948,0.569948,0.485813,0.8464139999999999
240000,0.0004,2e-05,7.000000000000003e-06,4e-06,0.026861000000000003,0.0004,0.001,0.7030609846115112,0.5806600000000001,0.5806600000000001,0.497575,0.8504309999999999
245000,0.0,0.0,0.0,0.0,0.028597000000000008,0.0,0.0,0.7045620083808899,0.578683,0.578683,0.494598,0.8504200000000001
250000,0.0,0.0,0.0,0.0,0.028208,0.0,0.0,0.7024700045585632,0.5750810000000001,0.5750810000000001,0.491448,0.8481629999999999
255000,0.0,0.0,0.0,0.0,0.02963,0.0,0.0,0.7133079767227173,0.5895090000000001,0.5895090000000001,0.506871,0.8539620000000001
260000,0.0,0.0,0.0,0.0,0.027909,0.0,0.0,0.7020440101623535,0.574384,0.574384,0.489525,0.848405
265000,0.0,0.0,0.0,0.0,0.028118,0.0,0.0,0.6994699835777283,0.575403,0.575403,0.491961,0.848784
270000,0.0,0.0,0.0,0.0,0.027278,0.0,0.0,0.7120109796524048,0.5883510000000001,0.5883510000000001,0.503821,0.853527
275000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027363,0.0002,0.0005,0.7026169896125793,0.5767939999999999,0.5767939999999999,0.493529,0.8483780000000001
280000,0.0002,1.4e-05,6e-06,4e-06,0.029179000000000007,0.0002,0.0005,0.7118039727210999,0.585803,0.585803,0.501753,0.853239
285000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.028301999999999997,0.0002,0.0005,0.6995440125465393,0.571696,0.571696,0.488634,0.8469270000000001
290000,0.0,0.0,0.0,0.0,0.027011,0.0,0.0,0.7124879956245422,0.59059,0.59059,0.5096470000000001,0.8544219999999999
295000,0.0,0.0,0.0,0.0,0.027906,0.0,0.0,0.7026500105857849,0.575995,0.575995,0.49177200000000004,0.8490790000000001
300000,0.0,0.0,0.0,0.0,0.027962,0.0,0.0,0.713653028011322,0.591635,0.591635,0.509213,0.855283
