,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilarity,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
4000,0.0002,1.4e-05,6e-06,4e-06,0.017348,0.0002,0.0005,0.697018027305603,0.582509,0.582509,0.508448,0.850139
15000,0.0,0.0,0.0,0.0,0.025072999999999998,0.0,0.0,0.6730660200119019,0.529561,0.529561,0.443988,0.832434
30000,0.0,0.0,0.0,0.0,0.025223,0.0,0.0,0.7060800194740295,0.5771970000000001,0.5771970000000001,0.493312,0.851834
52000,0.0,0.0,0.0,0.0,0.024696,0.0,0.0,0.7114930152893066,0.588873,0.588873,0.50673,0.854974
56000,0.0,0.0,0.0,0.0,0.027175,0.0,0.0,0.7007309794425964,0.574973,0.574973,0.491203,0.8502430000000001
68000,0.0,0.0,0.0,0.0,0.026716000000000004,0.0,0.0,0.7076669931411743,0.5840310000000001,0.5840310000000001,0.5004770000000001,0.853773
72000,0.0,0.0,0.0,0.0,0.026439,0.0,0.0,0.7083219885826111,0.58348,0.58348,0.4980729999999999,0.853769
100000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027236,0.0002,0.0005,0.6921089887619019,0.561909,0.561909,0.477322,0.843831
120000,0.0002,1.4e-05,6e-06,4e-06,0.028144,0.0002,0.0005,0.692520022392273,0.565411,0.565411,0.480762,0.84616
124000,0.0,0.0,0.0,0.0,0.025187,0.0,0.0,0.7013940215110779,0.578659,0.578659,0.496687,0.8502069999999999
128000,0.0,0.0,0.0,0.0,0.027485,0.0,0.0,0.6980100274085999,0.570659,0.570659,0.486994,0.84698
148000,0.0,0.0,0.0,0.0,0.025026,0.0,0.0,0.7117739915847778,0.589598,0.589598,0.50825,0.8549
150000,0.0002,1.4e-05,6e-06,4e-06,0.026154000000000004,0.0002,0.0005,0.7072060108184814,0.583196,0.583196,0.500732,0.852973
160000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025578,0.0002,0.0005,0.7060549855232239,0.5807359999999999,0.5807359999999999,0.49924399999999997,0.850966
170000,0.0002,1.4e-05,6e-06,4e-06,0.027564,0.0002,0.0005,0.6969860196113586,0.569409,0.569409,0.486517,0.8473700000000001
180000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.024706,0.0002,0.0005,0.7215999960899353,0.601626,0.601626,0.5205989999999999,0.8582860000000001
190000,0.0,0.0,0.0,0.0,0.026987,0.0,0.0,0.7142360210418701,0.592145,0.592145,0.5107649999999999,0.855209
200000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026348000000000003,0.0002,0.0005,0.712082028388977,0.588457,0.588457,0.504154,0.853901
210000,0.0002,1.4e-05,6e-06,4e-06,0.028421,0.0002,0.0005,0.7065039873123169,0.5836359999999999,0.5836359999999999,0.501229,0.8521690000000001
220000,0.0,0.0,0.0,0.0,0.027555,0.0,0.0,0.7053179740905762,0.582882,0.582882,0.500865,0.8517889999999999
225000,0.0,0.0,0.0,0.0,0.029795,0.0,0.0,0.6965619921684265,0.56787,0.56787,0.4815680000000001,0.8471559999999999
230000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.028310000000000002,0.0002,0.0005,0.7053930163383484,0.578984,0.578984,0.49486800000000003,0.8508950000000001
240000,0.0004,2e-05,7.000000000000003e-06,4e-06,0.026861000000000003,0.0004,0.001,0.7030609846115112,0.5806600000000001,0.5806600000000001,0.497575,0.8504309999999999
250000,0.0,0.0,0.0,0.0,0.028207999999999997,0.0,0.0,0.7024700045585632,0.5750810000000001,0.5750810000000001,0.49144799999999994,0.8481629999999999
260000,0.0,0.0,0.0,0.0,0.027909,0.0,0.0,0.7020440101623535,0.574384,0.574384,0.489525,0.848405
270000,0.0,0.0,0.0,0.0,0.027277999999999997,0.0,0.0,0.7120109796524048,0.5883510000000001,0.5883510000000001,0.503821,0.853527
280000,0.0002,1.4e-05,6e-06,4e-06,0.029179000000000007,0.0002,0.0005,0.7118039727210999,0.585803,0.585803,0.501753,0.853239
290000,0.0,0.0,0.0,0.0,0.027011,0.0,0.0,0.7124879956245422,0.59059,0.59059,0.5096470000000001,0.8544219999999999
300000,0.0,0.0,0.0,0.0,0.027962,0.0,0.0,0.713653028011322,0.591635,0.591635,0.509213,0.855283
310000,0.0,0.0,0.0,0.0,0.028316,0.0,0.0,0.7012779712677002,0.5756560000000001,0.5756560000000001,0.49359,0.847719
320000,0.0,0.0,0.0,0.0,0.028705,0.0,0.0,0.708594024181366,0.584437,0.584437,0.499466,0.853274
330000,0.0,0.0,0.0,0.0,0.030345999999999998,0.0,0.0,0.6961280107498169,0.570103,0.570103,0.486242,0.8478959999999999
340000,0.0,0.0,0.0,0.0,0.029147000000000006,0.0,0.0,0.7162280082702637,0.594754,0.594754,0.512066,0.855613
350000,0.0,0.0,0.0,0.0,0.030458999999999996,0.0,0.0,0.7020260095596313,0.5746180000000001,0.5746180000000001,0.490226,0.848031
355000,0.0,0.0,0.0,0.0,0.031372000000000004,0.0,0.0,0.7119349837303162,0.589695,0.589695,0.505907,0.855984
360000,0.0,0.0,0.0,0.0,0.030717,0.0,0.0,0.6992470026016235,0.5719810000000001,0.5719810000000001,0.486746,0.8472790000000001
370000,0.0,0.0,0.0,0.0,0.028748000000000006,0.0,0.0,0.7123950123786926,0.59331,0.59331,0.514171,0.8552860000000001
375000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.028631999999999998,0.0002,0.0005,0.7024070024490356,0.576892,0.576892,0.494167,0.848858
380000,0.0,0.0,0.0,0.0,0.029184,0.0,0.0,0.699865996837616,0.5734229999999999,0.5734229999999999,0.4904270000000001,0.847534
385000,0.0,0.0,0.0,0.0,0.030114,0.0,0.0,0.7022290229797363,0.576691,0.576691,0.492881,0.8496440000000001
390000,0.0,0.0,0.0,0.0,0.03074,0.0,0.0,0.6921709775924683,0.561874,0.561874,0.4745680000000001,0.843442
395000,0.0,0.0,0.0,0.0,0.028658,0.0,0.0,0.7114639878273009,0.591202,0.591202,0.509061,0.854916
400000,0.0002,1.4e-05,6e-06,4e-06,0.03046,0.0002,0.0005,0.700082004070282,0.5717300000000001,0.5717300000000001,0.487078,0.846949
405000,0.0,0.0,0.0,0.0,0.029365,0.0,0.0,0.7054749727249146,0.5822970000000001,0.5822970000000001,0.497993,0.8517389999999999
410000,0.0,0.0,0.0,0.0,0.030644,0.0,0.0,0.7049109935760498,0.580339,0.580339,0.494709,0.8505370000000001
415000,0.0,0.0,0.0,0.0,0.029436,0.0,0.0,0.7122420072555542,0.58907,0.58907,0.504097,0.8546809999999999
420000,0.0,0.0,0.0,0.0,0.029242,0.0,0.0,0.7081350088119507,0.585885,0.585885,0.502412,0.853029
425000,0.0,0.0,0.0,0.0,0.027670999999999998,0.0,0.0,0.708765983581543,0.586318,0.586318,0.502446,0.8531299999999999
430000,0.0,0.0,0.0,0.0,0.029586,0.0,0.0,0.7073289752006531,0.5841069999999999,0.5841069999999999,0.50117,0.8524729999999999
435000,0.0,0.0,0.0,0.0,0.027877999999999997,0.0,0.0,0.6996930241584778,0.576363,0.576363,0.492817,0.848656
440000,0.0,0.0,0.0,0.0,0.031482,0.0,0.0,0.699114978313446,0.572608,0.572608,0.487056,0.847877
445000,0.0,0.0,0.0,0.0,0.031403,0.0,0.0,0.7107660174369812,0.587128,0.587128,0.5026930000000001,0.8547520000000001
450000,0.0,0.0,0.0,0.0,0.029957,0.0,0.0,0.7030220031738281,0.578096,0.578096,0.492894,0.8508950000000001
455000,0.0,0.0,0.0,0.0,0.031619,0.0,0.0,0.6911060214042664,0.563593,0.563593,0.47857700000000003,0.844882
460000,0.0,0.0,0.0,0.0,0.029798,0.0,0.0,0.6980640292167664,0.57223,0.57223,0.487594,0.848686
465000,0.0,0.0,0.0,0.0,0.029131999999999998,0.0,0.0,0.7107769846916199,0.588753,0.588753,0.504714,0.85521
470000,0.0,0.0,0.0,0.0,0.028729,0.0,0.0,0.7078070044517517,0.5856680000000001,0.5856680000000001,0.499951,0.851476
475000,0.0,0.0,0.0,0.0,0.030983999999999998,0.0,0.0,0.7082669734954834,0.584037,0.584037,0.49913199999999996,0.853
480000,0.0002,1.4e-05,6e-06,4e-06,0.030318,0.0002,0.0005,0.7203850150108337,0.597791,0.597791,0.514385,0.8576360000000001
485000,0.0,0.0,0.0,0.0,0.027729000000000004,0.0,0.0,0.7147840261459351,0.5927180000000001,0.5927180000000001,0.5095029999999999,0.855427
