,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilarity,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
4000,0.0002,1.4e-05,6e-06,4e-06,0.017348,0.0002,0.0005,0.697018027305603,0.582509,0.582509,0.508448,0.850139
15000,0.0,0.0,0.0,0.0,0.025072999999999998,0.0,0.0,0.6730660200119019,0.529561,0.529561,0.443988,0.832434
30000,0.0,0.0,0.0,0.0,0.025223,0.0,0.0,0.7060800194740295,0.5771970000000001,0.5771970000000001,0.493312,0.851834
52000,0.0,0.0,0.0,0.0,0.024696,0.0,0.0,0.7114930152893066,0.588873,0.588873,0.50673,0.854974
56000,0.0,0.0,0.0,0.0,0.027175,0.0,0.0,0.7007309794425964,0.574973,0.574973,0.491203,0.8502430000000001
68000,0.0,0.0,0.0,0.0,0.026716000000000004,0.0,0.0,0.7076669931411743,0.5840310000000001,0.5840310000000001,0.5004770000000001,0.853773
72000,0.0,0.0,0.0,0.0,0.026439,0.0,0.0,0.7083219885826111,0.58348,0.58348,0.4980729999999999,0.853769
100000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027236,0.0002,0.0005,0.6921089887619019,0.561909,0.561909,0.477322,0.843831
104000,0.0,0.0,0.0,0.0,0.028739,0.0,0.0,0.6801869869232178,0.552409,0.552409,0.469568,0.8411299999999999
120000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.028144,0.0002,0.0005,0.692520022392273,0.565411,0.565411,0.48076199999999997,0.84616
124000,0.0,0.0,0.0,0.0,0.025187,0.0,0.0,0.7013940215110779,0.578659,0.578659,0.496687,0.8502069999999999
128000,0.0,0.0,0.0,0.0,0.027485000000000002,0.0,0.0,0.6980100274085999,0.570659,0.570659,0.486994,0.84698
148000,0.0,0.0,0.0,0.0,0.025026,0.0,0.0,0.7117739915847778,0.589598,0.589598,0.50825,0.8549
150000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026154000000000004,0.0002,0.0005,0.7072060108184814,0.583196,0.583196,0.500732,0.852973
151000,0.0002,1.4e-05,6e-06,4e-06,0.027139,0.0002,0.0005,0.6974970102310181,0.56892,0.56892,0.485339,0.846909
152000,0.0004,2e-05,7.000000000000003e-06,4e-06,0.026581999999999998,0.0004,0.001,0.6946939826011658,0.565127,0.565127,0.48132600000000003,0.8446299999999999
153000,0.0,0.0,0.0,0.0,0.026547,0.0,0.0,0.7005620002746582,0.5724779999999999,0.5724779999999999,0.48945,0.8481700000000001
155000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026882,0.0002,0.0005,0.6967689990997314,0.5672550000000001,0.5672550000000001,0.483625,0.846434
156000,0.0002,1.4e-05,6e-06,4e-06,0.025937,0.0002,0.0005,0.7065849900245667,0.58214,0.58214,0.50052,0.851509
157000,0.0004,2e-05,7.000000000000003e-06,4e-06,0.027804000000000002,0.0004,0.001,0.6911889910697937,0.562671,0.562671,0.4795140000000001,0.844648
158000,0.0002,1.4e-05,6e-06,4e-06,0.025905,0.0002,0.0005,0.6993569731712341,0.57626,0.57626,0.495171,0.848183
159000,0.0,0.0,0.0,0.0,0.027668,0.0,0.0,0.6955419778823853,0.56539,0.56539,0.481408,0.8455590000000001
160000,0.0002,1.4e-05,6e-06,4e-06,0.025578,0.0002,0.0005,0.7060549855232239,0.5807359999999999,0.5807359999999999,0.499244,0.850966
161000,0.0,0.0,0.0,0.0,0.026299,0.0,0.0,0.6998890042304993,0.571714,0.571714,0.487372,0.847648
162000,0.0,0.0,0.0,0.0,0.025611,0.0,0.0,0.7221019864082336,0.601867,0.601867,0.5212760000000001,0.858984
163000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.028718,0.0002,0.0005,0.6984440088272095,0.568995,0.568995,0.483984,0.8464510000000001
164000,0.0002,1.4e-05,6e-06,4e-06,0.026886,0.0002,0.0005,0.7072020173072815,0.581896,0.581896,0.499365,0.850922
165000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026281,0.0002,0.0005,0.7111610174179077,0.589914,0.589914,0.510447,0.8535309999999999
166000,0.0002,1.4e-05,6e-06,4e-06,0.026328,0.0002,0.0005,0.7114800214767456,0.585943,0.585943,0.50232,0.8532290000000001
167000,0.0,0.0,0.0,0.0,0.02541,0.0,0.0,0.7124509811401367,0.592058,0.592058,0.512289,0.854382
168000,0.0002,1.4e-05,6e-06,4e-06,0.025643,0.0002,0.0005,0.7107980251312256,0.5906239999999999,0.5906239999999999,0.510275,0.854663
169000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026982,0.0002,0.0005,0.7008270025253296,0.571002,0.571002,0.487425,0.847252
170000,0.0002,1.4e-05,6e-06,4e-06,0.027564,0.0002,0.0005,0.6969860196113586,0.569409,0.569409,0.486517,0.8473700000000001
171000,0.0004,2e-05,7.000000000000003e-06,4e-06,0.028009,0.0004,0.001,0.6936839818954468,0.5662659999999999,0.5662659999999999,0.482097,0.8463459999999999
172000,0.0002,1.4e-05,6e-06,4e-06,0.027381,0.0002,0.0005,0.7042049765586853,0.578716,0.578716,0.495863,0.850458
173000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027726,0.0002,0.0005,0.706155002117157,0.585259,0.585259,0.5058239999999999,0.8520280000000001
174000,0.0002,1.4e-05,6e-06,4e-06,0.026581,0.0002,0.0005,0.7013459801673889,0.573495,0.573495,0.4908520000000001,0.8485520000000001
175000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.025108000000000002,0.0002,0.0005,0.7150430083274841,0.5908909999999999,0.5908909999999999,0.50927,0.854284
176000,0.0002,1.4e-05,6e-06,4e-06,0.024957,0.0002,0.0005,0.7121559977531433,0.591633,0.591633,0.510125,0.854405
178000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026782999999999998,0.0002,0.0005,0.7058449983596802,0.582873,0.582873,0.502243,0.8505209999999999
179000,0.0002,1.4e-05,6e-06,4e-06,0.026335,0.0002,0.0005,0.7002750039100647,0.573087,0.573087,0.492115,0.847125
180000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.024706,0.0002,0.0005,0.7215999960899353,0.601626,0.601626,0.5205989999999999,0.8582860000000001
181000,0.0002,1.4e-05,6e-06,4e-06,0.025871,0.0002,0.0005,0.6979150176048279,0.573477,0.573477,0.49353,0.846841
182000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.026108999999999997,0.0002,0.0005,0.7083979845046997,0.588056,0.588056,0.508853,0.8524149999999999
183000,0.0002,1.4e-05,6e-06,4e-06,0.027542,0.0002,0.0005,0.694953978061676,0.568964,0.568964,0.488173,0.845907
184000,0.0004,2e-05,7.000000000000003e-06,4e-06,0.027325,0.0004,0.001,0.7012929916381836,0.575809,0.575809,0.4934850000000001,0.847909
185000,0.0002,1.4e-05,6e-06,4e-06,0.025674,0.0002,0.0005,0.7113339900970459,0.591571,0.591571,0.510509,0.854411
186000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027538,0.0002,0.0005,0.7012699842453003,0.5751470000000001,0.5751470000000001,0.493155,0.848253
187000,0.0002,1.4e-05,6e-06,4e-06,0.026188,0.0002,0.0005,0.7102770209312439,0.5853619999999999,0.5853619999999999,0.50379,0.8522700000000001
188000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027337,0.0002,0.0005,0.7053769826889038,0.579427,0.579427,0.495683,0.850397
189000,0.0002,1.4e-05,6e-06,4e-06,0.025154,0.0002,0.0005,0.7197440266609192,0.6019760000000001,0.6019760000000001,0.5210140000000001,0.85798
190000,0.0,0.0,0.0,0.0,0.026987,0.0,0.0,0.7142360210418701,0.592145,0.592145,0.5107649999999999,0.855209
191000,0.0,0.0,0.0,0.0,0.025519,0.0,0.0,0.7101529836654663,0.5906640000000001,0.5906640000000001,0.509781,0.8534370000000001
192000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.029945,0.0002,0.0005,0.6974790096282959,0.567783,0.567783,0.48268999999999995,0.846934
193000,0.0002,1.4e-05,6e-06,4e-06,0.028312,0.0002,0.0005,0.7058640122413635,0.579691,0.579691,0.496194,0.8497600000000001
194000,0.0002,1.4000000000000001e-05,6e-06,4e-06,0.027551999999999997,0.0002,0.0005,0.6981070041656494,0.572669,0.572669,0.48998400000000003,0.8478889999999999
195000,0.0,0.0,0.0,0.0,0.02682,0.0,0.0,0.7060739994049072,0.5816939999999999,0.5816939999999999,0.496804,0.8512049999999999
