,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilarity,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
7000,1.6e-05,0.0,0.0,0.0,0.032861,0.002542,0.001128,0.3886820077896118,0.6868569999999999,0.6868569999999999,0.230561,0.8845280000000001
8000,0.000105,0.0,0.0,0.0,0.034706,0.013108000000000002,0.005267,0.381632000207901,0.635135,0.635135,0.240693,0.8720190000000001
9000,1.8e-05,0.0,0.0,0.0,0.034682,0.003034,0.001352,0.3833540081977844,0.643269,0.643269,0.235292,0.874769
10000,0.000193,1e-06,0.0,0.0,0.034282,0.024369,0.009703,0.3782579898834229,0.6135550000000001,0.6135550000000001,0.235934,0.8677860000000001
20000,0.000126,1e-06,0.0,0.0,0.034562,0.016715,0.006706999999999999,0.3728480041027069,0.543189,0.543189,0.233687,0.851651
23000,9.2e-05,0.0,0.0,0.0,0.036979000000000005,0.012041,0.004790999999999999,0.37429898977279663,0.566593,0.566593,0.22893400000000005,0.856952
30000,9.8e-05,0.0,0.0,0.0,0.035534,0.013036,0.005475,0.35887399315834045,0.479966,0.479966,0.212233,0.8360719999999999
40000,0.000101,0.0,0.0,0.0,0.03662,0.014195,0.006479,0.3549720048904419,0.46375900000000003,0.46375900000000003,0.216481,0.8308040000000001
50000,9.9e-05,0.0,0.0,0.0,0.037704,0.01407,0.006633,0.3706560134887695,0.563883,0.563883,0.238137,0.8550979999999999
60000,6.6e-05,0.0,0.0,0.0,0.039394,0.008848,0.003892,0.3712159991264343,0.570733,0.570733,0.241669,0.85696
70000,0.000106,0.0,0.0,0.0,0.040037,0.014216,0.006303,0.3718689978122711,0.552117,0.552117,0.243133,0.852672
80000,6.1e-05,0.0,0.0,0.0,0.037961,0.008294,0.0032990000000000003,0.3745270073413849,0.5892850000000001,0.5892850000000001,0.238796,0.859825
90000,0.000122,1e-06,0.0,0.0,0.038532,0.0162,0.006957,0.3835589885711671,0.599531,0.599531,0.25203200000000003,0.864058
100000,9.2e-05,0.0,0.0,0.0,0.037603,0.012366,0.005696,0.3751620054244995,0.593939,0.593939,0.23493499999999998,0.8616309999999999
110000,0.000113,0.0,0.0,0.0,0.037409,0.015088,0.006593000000000001,0.372869998216629,0.580183,0.580183,0.229823,0.8590899999999999
120000,9.4e-05,0.0,0.0,0.0,0.038518000000000004,0.012624,0.005831,0.3783830106258392,0.608974,0.608974,0.23834499999999997,0.866398
130000,8.1e-05,0.0,0.0,0.0,0.039414,0.010926,0.004736,0.37634798884391785,0.57676,0.57676,0.238368,0.8575799999999999
140000,0.00011200000000000001,0.0,0.0,0.0,0.040237,0.014601,0.006443000000000001,0.3805570006370544,0.593352,0.593352,0.2402320000000001,0.862267
150000,8.1e-05,0.0,0.0,0.0,0.038222000000000006,0.010818,0.004574,0.3770909905433655,0.6070399999999999,0.6070399999999999,0.238378,0.8657729999999999
160000,0.000106,0.0,0.0,0.0,0.038688,0.014186,0.005871,0.3777259886264801,0.585298,0.585298,0.23506100000000002,0.8588889999999999
170000,0.000101,0.0,0.0,0.0,0.039118,0.013773,0.00609,0.376558005809784,0.5947859999999999,0.5947859999999999,0.232478,0.862483
180000,7.7e-05,0.0,0.0,0.0,0.039185000000000005,0.010594,0.00441,0.37803199887275696,0.608542,0.608542,0.225787,0.865613
